"geneSym","rankv"
"MRPL45",3604
"FOXF1",3605
"HIGD2A",3606
"CD48",3607
"MLF2",3608
"HM13",3609
"ARRB1",3610
"FAM13B",3611
"NFASC",3612
"VPS52",3613
"MAP1B",3614
"PURA",3615
"BAG5",3616
"SP110",3617
"SHFM1",3618
"SKAP1",3619
"MAPRE2",3620
"FAM76A",3621
"GORASP1",3622
"ABCC2",3623
"MAGOH",3624
"USP25",3625
"CCBP2",3626
"SLAMF7",3627
"GRN",3628
"NIPA1",3629
"SCAP",3630
"TUBE1",3631
"ID3",3632
"RNASEH1",3633
"C3AR1",3634
"GPR177",3635
"SLC12A7",3636
"RARS2",3637
"REPS1",3638
"TM9SF1",3639
"PAPD5",3640
"FOSB",3641
"CHD7",3642
"SNRNP25",3643
"DCAF12",3644
"NCK1",3645
"TCERG1",3646
"SSRP1",3647
"LPIN1",3648
"AASS",3649
"THOC1",3650
"CAPN3",3651
"NR1I2",3652
"EFHD1",3653
"RNF160",3654
"NUDT15",3655
"CHMP1A",3656
"SPON2",3657
"PCOLCE",3658
"NAA30",3659
"EVL",3660
"FAM129A",3661
"SIGLEC1",3662
"VMA21",3663
"CDC23",3664
"TRIO",3665
"BTN3A3",3666
"KIAA1143",3667
"BTBD1",3668
"HNRNPUL2",3669
"HIST1H2AC",3670
"FBXO21",3671
"TAF7",3672
"TBCK",3673
"TFRC",3674
"RUNX1",3675
"ATP7B",3676
"VAMP3",3677
"TRAPPC2",3678
"RASSF7",3679
"MRPS15",3680
"AGFG2",3681
"HIP1R",3682
"ELF3",3683
"RALY",3684
"ZDHHC17",3685
"PEX11A",3686
"C3orf37",3687
"RBM42",3688
"AP1AR",3689
"LTV1",3690
"DIAPH1",3691
"MOSPD2",3692
"WAPAL",3693
"SAMD5",3694
"FDX1",3695
"ARHGAP29",3696
"LRRC40",3697
"PDS5A",3698
"FN1",3699
"UHRF2",3700
"CYB5R1",3701
"H6PD",3702
"AR",3703
"SLC35C1",3704
"ALG14",3705
"ZNF277",3706
"PRKRA",3707
"SNX1",3708
"UNC93A",3709
"KDM1A",3710
"C21orf59",3711
"SCARB1",3712
"PPM1B",3713
"UPB1",3714
"RPF1",3715
"MRPL42",3716
"LHFPL2",3717
"PRCC",3718
"HIATL1",3719
"ALS2",3720
"YPEL3",3721
"GOLPH3L",3722
"NSUN6",3723
"TUSC1",3724
"CCL19",3725
"STIM1",3726
"CAPRIN1",3727
"PTPN3",3728
"COQ7",3729
"MFN2",3730
"WBSCR22",3731
"ELTD1",3732
"ERO1L",3733
"CDC42EP3",3734
"TM6SF2",3735
"METTL5",3736
"HSPB6",3737
"CYBASC3",3738
"UROD",3739
"DNAJC10",3740
"METAP2",3741
"PHF11",3742
"SLC4A4",3743
"SEC22C",3744
"DENND5B",3745
"RBBP9",3746
"MCM3AP",3747
"DDX39",3748
"KLHDC5",3749
"CDC26",3750
"ATP5G3",3751
"PAN2",3752
"CDC5L",3753
"KLHL21",3754
"SLC25A39",3755
"SUPT7L",3756
"CHORDC1",3757
"C10orf46",3758
"TMEM199",3759
"TEX261",3760
"ASAP1",3761
"ZNHIT6",3762
"STAM2",3763
"TMEM69",3764
"MTMR12",3765
"KIAA0430",3766
"CSGALNACT2",3767
"PPP1R12A",3768
"GGPS1",3769
"AP1B1",3770
"ESYT2",3771
"GDI1",3772
"COX4I1",3773
"OMA1",3774
"GLRX3",3775
"PHF2",3776
"STAB2",3777
"GPBP1L1",3778
"NDUFAF1",3779
"NAPA",3780
"EZR",3781
"CALML4",3782
"KDM3B",3783
"TWF1",3784
"LDLR",3785
"NUP133",3786
"PSME3",3787
"ATAD2B",3788
"LASS5",3789
"PHACTR4",3790
"MTX1",3791
"CTNNBIP1",3792
"RPL23A",3793
"NT5E",3794
"ZDHHC6",3795
"TRIM33",3796
"SGK3",3797
"MFAP3L",3798
"MYL9",3799
"GIMAP7",3800
"EPB41L1",3801
"CNOT4",3802
"MTERFD1",3803
"PDE4B",3804
"NECAP1",3805
"USP24",3806
"GMFB",3807
"SPATA5L1",3808
"SFRS14",3809
"BOK",3810
"KCNK1",3811
"SLC35A1",3812
"TRMT11",3813
"FBXL3",3814
"LAPTM5",3815
"FUNDC2",3816
"GAS2",3817
"GIT2",3818
"BEX4",3819
"OAS1",3820
"KRCC1",3821
"RPA1",3822
"TMEM218",3823
"TERF2",3824
"RNF6",3825
"RALGAPA1",3826
"INPP5A",3827
"DHPS",3828
"VPS36",3829
"NDNL2",3830
"PLDN",3831
"NFU1",3832
"MYRIP",3833
"DDA1",3834
"PCMT1",3835
"ATG2B",3836
"UFSP2",3837
"KDM3A",3838
"LIMA1",3839
"SNX15",3840
"OAS2",3841
"PAWR",3842
"SPAG9",3843
"MAP4K5",3844
"SRBD1",3845
"C16orf87",3846
"HDDC2",3847
"CADM1",3848
"RASSF5",3849
"ZBED1",3850
"SLC25A23",3851
"C9orf72",3852
"C2orf24",3853
"CAPRIN2",3854
"CHMP1B",3855
"GLYCTK",3856
"EXOC4",3857
"C1GALT1C1",3858
"ZFYVE9",3859
"NAT15",3860
"PLCL2",3861
"PKP2",3862
"BCKDHA",3863
"DUSP14",3864
"NGLY1",3865
"DCUN1D4",3866
"MIER1",3867
"SPAG7",3868
"SH2B3",3869
"SLAIN2",3870
"ULK1",3871
"OPA1",3872
"MKRN2",3873
"C1orf122",3874
"GTF2A1",3875
"POLR3C",3876
"TGDS",3877
"LPA",3878
"ABCB1",3879
"APRT",3880
"ARHGEF3",3881
"KIAA0831",3882
"PRKCH",3883
"SUZ12P",3884
"TMEM170A",3885
"PHIP",3886
"SLC12A2",3887
"IP6K2",3888
"CSTA",3889
"KBTBD2",3890
"SARDH",3891
"EXOC7",3892
"SLC17A3",3893
"EPM2AIP1",3894
"RAB27A",3895
"DENND2D",3896
"CHST7",3897
"RBMX2",3898
"SLC35F5",3899
"TMEM167B",3900
"DAAM1",3901
"STX5",3902
"GADD45B",3903
"UBE3A",3904
"MXRA7",3905
"MAP4K4",3906
"RABGAP1L",3907
"WDR11",3908
"SYNE2",3909
"GTF2E2",3910
"RGL2",3911
"GRK5",3912
"LIMCH1",3913
"BRWD1",3914
"C14orf129",3915
"UBE2A",3916
"OSGIN1",3917
"CCPG1",3918
"GIMAP4",3919
"KIAA1310",3920
"MRPS26",3921
"TCF20",3922
"UCK2",3923
"TCTA",3924
"LACTB",3925
"ENC1",3926
"CDC37",3927
"ATP6V1C1",3928
"SLC35B2",3929
"AGFG1",3930
"C2orf69",3931
"TECR",3932
"TMTC4",3933
"SASH1",3934
"CFL1",3935
"BCL2L13",3936
"EIF4EBP1",3937
"RRAGC",3938
"LRP10",3939
"PSD3",3940
"C6orf192",3941
"MED29",3942
"SCAMP2",3943
"ZEB1",3944
"SIN3A",3945
"FTSJD1",3946
"IGF2BP2",3947
"HOOK3",3948
"BSCL2",3949
"MBNL1",3950
"PLTP",3951
"KRT10",3952
"PITPNA",3953
"SLC38A1",3954
"ADRM1",3955
"STK4",3956
"APBB2",3957
"GATA6",3958
"GRPEL2",3959
"C17orf91",3960
"GSK3B",3961
"LRBA",3962
"MBIP",3963
"NCBP2",3964
"AP3D1",3965
"MDFIC",3966
"GAK",3967
"RING1",3968
"RAB2B",3969
"CWC22",3970
"ASPDH",3971
"TEK",3972
"ELAVL1",3973
"WSB1",3974
"TTC7B",3975
"PRICKLE2",3976
"CYP39A1",3977
"ZCCHC9",3978
"AQP11",3979
"C14orf135",3980
"MAN2A2",3981
"FAM109A",3982
"HMG20A",3983
"FAM105B",3984
"OASL",3985
"EIF2B1",3986
"CLASP1",3987
"CXCR2P",3988
"NAGK",3989
"ZNF787",3990
"TXNDC16",3991
"TNFAIP8L1",3992
"IDE",3993
"ZNF638",3994
"RGS16",3995
"C18orf22",3996
"ZNF33A",3997
"RBM27",3998
"OTUD5",3999
"CCDC115",4000
"PRMT1",4001
"LYRM4",4002
"ZFYVE16",4003
"YTHDF3",4004
"CTSF",4005
"MEF2C",4006
"GPR146",4007
"SHBG",4008
"RASSF2",4009
"SHOC2",4010
"SCYL1",4011
"MATN2",4012
"FAM111A",4013
"GZMK",4014
"PYGO2",4015
"NINJ2",4016
"RNF10",4017
"UBQLN4",4018
"C18orf21",4019
"BMS1",4020
"TBRG1",4021
"CIAO1",4022
"RNF115",4023
"GEMIN4",4024
"C12orf35",4025
"PSMG2",4026
"COQ10A",4027
"KIAA0174",4028
"ID4",4029
"KIAA1737",4030
"ROD1",4031
"ESF1",4032
"TBC1D2B",4033
"SLC30A10",4034
"LCAT",4035
"AP2S1",4036
"RSF1",4037
"TSN",4038
"LILRB5",4039
"HNF1B",4040
"RTCD1",4041
"LDB2",4042
"INTS8",4043
"GPRC5B",4044
"ARFIP1",4045
"LRRC41",4046
"P2RY8",4047
"SCAMP4",4048
"FAM73A",4049
"TNS1",4050
"GATAD2B",4051
"PIAS1",4052
"CYB5B",4053
"BTBD10",4054
"FAM174B",4055
"CACYBP",4056
"TRIM35",4057
"CTNND1",4058
"ASH1L",4059
"TOR1A",4060
"NIPAL2",4061
"SYPL1",4062
"IL6R",4063
"PLEK2",4064
"AGRN",4065
"USP39",4066
"RABGAP1",4067
"FKBP8",4068
"FAM199X",4069
"ASAP2",4070
"SYNPO",4071
"C6orf72",4072
"ZNF330",4073
"PRKD3",4074
"DLG1",4075
"PFKFB1",4076
"ARF5",4077
"DDX41",4078
"KIAA0114",4079
"RALB",4080
"KDM5A",4081
"LHPP",4082
"PPP4R1",4083
"CDK16",4084
"FAM101B",4085
"TAF9B",4086
"CDK5RAP2",4087
"NOL9",4088
"AATF",4089
"RHOT1",4090
"WNT3",4091
"ZCCHC7",4092
"IPO7",4093
"SIK3",4094
"ZNF275",4095
"SFRS12",4096
"NMD3",4097
"SFRS17A",4098
"NUP85",4099
"METAP1",4100
"BIN3",4101
"AASDHPPT",4102
"FOXA3",4103
"UBXN8",4104
"GCLM",4105
"MRPS22",4106
"RNF220",4107
"SLC22A18",4108
"CNIH4",4109
"PRSS23",4110
"PCOLCE2",4111
"AAGAB",4112
"COQ4",4113
"TPM4",4114
"ACAD9",4115
"RAB17",4116
"PPPDE1",4117
"YIPF6",4118
"RAC2",4119
"C1orf52",4120
"C11orf52",4121
"CDA",4122
"NXN",4123
"PTPRB",4124
"YOD1",4125
"TRPM7",4126
"WFS1",4127
"LCLAT1",4128
"HGSNAT",4129
"GGT5",4130
"KLF4",4131
"UPF2",4132
"PBX3",4133
"CLIP4",4134
"LARP7",4135
"ALOX5AP",4136
"APOOL",4137
"GCNT2",4138
"TPST1",4139
"TIPARP",4140
"HK1",4141
"TRIM68",4142
"TSHZ2",4143
"ZCCHC3",4144
"NAPRT1",4145
"SETBP1",4146
"OAS3",4147
"PLD1",4148
"LETM1",4149
"EVI2B",4150
"CDK2AP2",4151
"ABCG2",4152
"MAGEH1",4153
"C3orf26",4154
"RBM6",4155
"NMI",4156
"VRK3",4157
"PPP1R3B",4158
"CCDC90A",4159
"ZC3H14",4160
"NEK4",4161
"CDK4",4162
"RNF146",4163
"CYC1",4164
"XPA",4165
"PSMD1",4166
"IL8",4167
"KIAA1530",4168
"IREB2",4169
"PPFIA1",4170
"PTPN2",4171
"STX18",4172
"GLT25D1",4173
"ZC3H7A",4174
"PRPF40A",4175
"WIPI1",4176
"LY86",4177
"CD1D",4178
"COL27A1",4179
"ISG20",4180
"LRRC28",4181
"KIAA1715",4182
"TOR1B",4183
"GPC6",4184
"UROC1",4185
"SGMS2",4186
"DEPDC6",4187
"CDH5",4188
"C18orf8",4189
"VPS25",4190
"PHKA2",4191
"GRAMD1C",4192
"FHL2",4193
"SDPR",4194
"PGLS",4195
"TMEM45B",4196
"ARHGAP18",4197
"RFWD2",4198
"DISP1",4199
"CXorf26",4200
"MMACHC",4201
"MKLN1",4202
"RRP1B",4203
"WDFY1",4204
"NMRAL1",4205
"ZFHX4",4206
"ARHGEF6",4207
"CNOT8",4208
"PQLC3",4209
"MAPK14",4210
"USP14",4211
"TNFRSF10D",4212
"SLC9A9",4213
"RB1CC1",4214
"STK38",4215
"TMEM50A",4216
"KIAA0355",4217
"ZNF295",4218
"APOBEC3G",4219
"COL14A1",4220
"DDB2",4221
"SLFN11",4222
"VPS13D",4223
"CCL20",4224
"CHD4",4225
"CRLF3",4226
"SMURF2",4227
"MTOR",4228
"EED",4229
"KYNU",4230
"SLC12A8",4231
"AMPD2",4232
"LNPEP",4233
"CBARA1",4234
"PIH1D1",4235
"FXYD5",4236
"PLOD3",4237
"GMNN",4238
"TMEM188",4239
"ATXN1",4240
"MPDZ",4241
"FAM160B1",4242
"B4GALT4",4243
"C11orf51",4244
"ZNF407",4245
"PRUNE",4246
"ICK",4247
"CHID1",4248
"LPP",4249
"ALG3",4250
"FNIP1",4251
"C10orf114",4252
"NAE1",4253
"TPMT",4254
"AKR7A2",4255
"PPIL3",4256
"IRF3",4257
"ATP2B2",4258
"SERTAD2",4259
"PROM1",4260
"NUP54",4261
"GNPTAB",4262
"CHCHD1",4263
"TMEM64",4264
"SLC25A46",4265
"FRMD8",4266
"CTDSPL",4267
"CELSR1",4268
"NUP160",4269
"C14orf43",4270
"RASD1",4271
"HSPB11",4272
"ZNF644",4273
"AKAP9",4274
"WIBG",4275
"FAM60A",4276
"DOK4",4277
"AIM1",4278
"SNIP1",4279
"NANS",4280
"POU2AF1",4281
"TPD52L2",4282
"BTN3A2",4283
"GNL3L",4284
"ORC4L",4285
"RBM26",4286
"ADAMTS13",4287
"COX15",4288
"SFT2D3",4289
"ECD",4290
"INO80D",4291
"CCDC12",4292
"DHRS7B",4293
"MYO5C",4294
"SP140L",4295
"NCSTN",4296
"C1orf21",4297
"INTS12",4298
"NDUFA7",4299
"COPS4",4300
"NUDT2",4301
"TMEM106C",4302
"UTP6",4303
"SCFD1",4304
"PRPSAP2",4305
"LOXL4",4306
"RAD21",4307
"HEATR5B",4308
"KIAA1429",4309
"SSTR1",4310
"DYNLT1",4311
"TIGD2",4312
"C1orf58",4313
"NMT2",4314
"MERTK",4315
"GPN1",4316
"TBC1D8",4317
"MID1IP1",4318
"EIF2B5",4319
"PRPF4",4320
"PIP5K1A",4321
"GNB5",4322
"PYROXD2",4323
"NUDT19",4324
"EIF2AK2",4325
"C6orf47",4326
"TUFT1",4327
"DNAJC19",4328
"DHRS2",4329
"PAM",4330
"SNX12",4331
"LRRC3",4332
"PEX11B",4333
"BNIP2",4334
"TTC36",4335
"PNPLA2",4336
"DNPEP",4337
"AHCTF1",4338
"MGA",4339
"CD151",4340
"AKR1B10",4341
"HELZ",4342
"TMED8",4343
"SGCE",4344
"ITLN1",4345
"CLEC14A",4346
"MREG",4347
"MKNK1",4348
"DEFB1",4349
"FAM128A",4350
"RAB3IP",4351
"THAP5",4352
"C12orf41",4353
"DEDD2",4354
"CLDN2",4355
"KIAA1109",4356
"BAT2L1",4357
"AMOTL1",4358
"TOMM40",4359
"TSEN34",4360
"SKA2",4361
"APPBP2",4362
"CUL5",4363
"SETD8",4364
"KBTBD11",4365
"C18orf55",4366
"SLC29A1",4367
"FAM190B",4368
"WWC3",4369
"GRINA",4370
"FAAH",4371
"CFLAR",4372
"SFRS16",4373
"CCDC43",4374
"KLF12",4375
"ZNF75D",4376
"PDHX",4377
"CST7",4378
"MTM1",4379
"C16orf5",4380
"SNRNP35",4381
"TRIM28",4382
"C7orf44",4383
"MLL2",4384
"NPLOC4",4385
"IL18R1",4386
"IMPACT",4387
"SNUPN",4388
"STEAP1",4389
"RCOR3",4390
"C5orf53",4391
"RSRC2",4392
"IQSEC1",4393
"CXCL6",4394
"POSTN",4395
"FZD4",4396
"ECE2",4397
"DOM3Z",4398
"TUBB6",4399
"WDR36",4400
"UBE2W",4401
"TPPP2",4402
"CDK14",4403
"GALM",4404
"SHROOM3",4405
"KIAA0319L",4406
"SOX9",4407
"SESN1",4408
"GRAMD4",4409
"NAGLU",4410
"TLR2",4411
"RC3H2",4412
"ARFGAP2",4413
"B3GALNT2",4414
"ERAL1",4415
"CSNK2A1",4416
"STK38L",4417
"CSNK1G3",4418
"IMP4",4419
"GNPDA1",4420
"BLMH",4421
"C12orf29",4422
"NR2C1",4423
"COPE",4424
"LIG4",4425
"EMD",4426
"ATG5",4427
"H2AFZ",4428
"C1orf151",4429
"KIF1B",4430
"EXT2",4431
"RPS6KB1",4432
"CCDC101",4433
"INTS4",4434
"IFNAR2",4435
"CCDC109A",4436
"RAD23A",4437
"ZNF189",4438
"CRTC3",4439
"ITFG3",4440
"NAA50",4441
"UBAP2",4442
"STS",4443
"LETMD1",4444
"PABPC1L",4445
"SPINT2",4446
"INO80C",4447
"LYSMD3",4448
"F8",4449
"TROVE2",4450
"GIMAP8",4451
"NARG2",4452
"ZNF655",4453
"BTN3A1",4454
"SLC28A1",4455
"SDHAF2",4456
"PDCD10",4457
"NSF",4458
"ERCC1",4459
"KDR",4460
"NCOR2",4461
"PLCG2",4462
"STK35",4463
"TTC17",4464
"CNST",4465
"FAF1",4466
"BRMS1L",4467
"LRP5",4468
"C16orf62",4469
"REXO1",4470
"NOP16",4471
"CDIPT",4472
"SUN2",4473
"MCM4",4474
"AFTPH",4475
"RAB33B",4476
"BCL10",4477
"ATP5SL",4478
"FMOD",4479
"LIN37",4480
"GPATCH8",4481
"PALMD",4482
"FOXJ3",4483
"RBP7",4484
"HNRNPL",4485
"SYS1",4486
"PPL",4487
"TSPO",4488
"PTBP2",4489
"C6orf153",4490
"RAB3GAP2",4491
"PDPK1",4492
"H1FX",4493
"POLDIP3",4494
"C2orf56",4495
"ANKRD28",4496
"DUSP11",4497
"PLXND1",4498
"NPTX2",4499
"CENPV",4500
"RIF1",4501
"FBXO3",4502
"TAP2",4503
"PAQR9",4504
"PAAF1",4505
"PDDC1",4506
"CARD8",4507
"PRDM4",4508
"WDR45L",4509
"RNMTL1",4510
"EPS8L2",4511
"ACSF2",4512
"USP8",4513
"ZC3H13",4514
"ENTPD7",4515
"MYOM1",4516
"PET112L",4517
"VAMP2",4518
"TMUB2",4519
"DDX55",4520
"EIF3B",4521
"DCP1A",4522
"AKTIP",4523
"ACSL4",4524
"ATP6V1F",4525
"PKLR",4526
"FAM99A",4527
"ALKBH3",4528
"MID1",4529
"CYTIP",4530
"PCYT2",4531
"NUP205",4532
"MYEOV2",4533
"C6orf120",4534
"BMPR2",4535
"RNH1",4536
"FASTKD1",4537
"LPAR6",4538
"PION",4539
"CHST14",4540
"DNAJC14",4541
"C18orf25",4542
"C6orf89",4543
"DHDDS",4544
"BRD8",4545
"GCHFR",4546
"KIAA0247",4547
"MINA",4548
"GMEB1",4549
"FAM168A",4550
"ZFP1",4551
"BOD1L",4552
"PPP1R11",4553
"APOL3",4554
"RAN",4555
"C16orf52",4556
"UBXN2B",4557
"DCP2",4558
"RPL34",4559
"TMEM5",4560
"CNOT10",4561
"DCAF10",4562
"ANAPC4",4563
"TFAM",4564
"RFK",4565
"HPS3",4566
"SLC7A1",4567
"TMEM184C",4568
"HSPA13",4569
"RNF20",4570
"MIER3",4571
"RP3-402G11.5",4572
"EIF1AX",4573
"RABL3",4574
"MIS12",4575
"TSPAN33",4576
"CD300A",4577
"LDHB",4578
"ECSCR",4579
"MAEA",4580
"TCEAL1",4581
"RBMS3",4582
"BTG3",4583
"N4BP2L2",4584
"CXCL16",4585
"DDRGK1",4586
"HOMER2",4587
"ENTPD4",4588
"NOC3L",4589
"SCARF1",4590
"ZNF558",4591
"TMEM133",4592
"ZFYVE21",4593
"SQLE",4594
"ZDHHC9",4595
"ACADL",4596
"COMMD2",4597
"DLG5",4598
"WASF2",4599
"DHX16",4600
"EIF4G3",4601
"RUFY2",4602
"FAM177A1",4603
"AMMECR1L",4604
"CRTAP",4605
"MBOAT1",4606
"UPF3A",4607
"ZNF292",4608
"PTH1R",4609
"NUAK2",4610
"MFAP3",4611
"MRPL23",4612
"PAK1IP1",4613
"CLK2",4614
"FNBP1",4615
"ATMIN",4616
"PDK2",4617
"CIZ1",4618
"LMBR1",4619
"BCL7B",4620
"RPP14",4621
"UPF1",4622
"SIRT5",4623
"LEMD3",4624
"GALC",4625
"ESRRA",4626
"AGK",4627
"ZNHIT3",4628
"LIN7A",4629
"KBTBD4",4630
"FBXO42",4631
"FREM2",4632
"USP30",4633
"PLEKHJ1",4634
"GPRASP2",4635
"RPUSD4",4636
"C9orf91",4637
"DNAJB12",4638
"CROT",4639
"ABCD4",4640
"MTX2",4641
"RRAGD",4642
"KRT7",4643
"UBL3",4644
"KIAA1279",4645
"ARHGEF5L",4646
"MYLIP",4647
"ATXN3",4648
"IFT88",4649
"C3orf63",4650
"IDO2",4651
"DECR2",4652
"FUBP3",4653
"SBF2",4654
"E2F3",4655
"OBFC1",4656
"PRKCE",4657
"DUSP16",4658
"GTF2F1",4659
"LACTB2",4660
"FAM59A",4661
"CAV2",4662
"FAM107A",4663
"RIPK2",4664
"WRNIP1",4665
"BDH2",4666
"NFATC2IP",4667
"NIPSNAP3A",4668
"KIAA0922",4669
"ARFGEF2",4670
"SMAD2",4671
"CLSTN1",4672
"MCCC2",4673
"FYB",4674
"YTHDF2",4675
"SEMA4G",4676
"CRYZL1",4677
"SUDS3",4678
"MAGI1",4679
"NUAK1",4680
"RAB28",4681
"ANK3",4682
"IFRD2",4683
"KIDINS220",4684
"GTF2E1",4685
"FSCN1",4686
"ZNF770",4687
"GPATCH4",4688
"ZNF385B",4689
"USP22",4690
"PARP3",4691
"COG2",4692
"ZNF830",4693
"TPP2",4694
"MTIF2",4695
"ERLEC1",4696
"LYSMD1",4697
"CCNL2",4698
"AKR7L",4699
"UNC50",4700
"PDE6D",4701
"DHODH",4702
"FNDC5",4703
"TBC1D14",4704
"NPNT",4705
"ZMYM4",4706
"FAM104A",4707
"C5orf51",4708
"CFP",4709
"C19orf6",4710
"FBXO38",4711
"TMUB1",4712
"C8orf38",4713
"NAAA",4714
"ICMT",4715
"SYAP1",4716
"ZNF259",4717
"ZCCHC10",4718
"TLR4",4719
"HCP5",4720
"LTBP2",4721
"TNFRSF10A",4722
"FAM198B",4723
"ITM2C",4724
"MOGS",4725
"EMP1",4726
"PRMT6",4727
"MMS19",4728
"TPRKB",4729
"RCOR1",4730
"NUMB",4731
"RASAL2",4732
"RNF14",4733
"HDHD1A",4734
"MPV17L",4735
"WDR34",4736
"TMEM39A",4737
"RBM34",4738
"MINPP1",4739
"SFXN4",4740
"GNG2",4741
"DST",4742
"TRNT1",4743
"C5orf41",4744
"SASH3",4745
"GATAD1",4746
"C7orf10",4747
"EIF4E3",4748
"IGFBP5",4749
"HIVEP2",4750
"CYLD",4751
"MRTO4",4752
"DSC2",4753
"ENDOD1",4754
"MTMR6",4755
"ABCC5",4756
"NUBPL",4757
"PRPS1",4758
"CHCHD4",4759
"PIK3R4",4760
"NDRG3",4761
"TADA1",4762
"TMEM128",4763
"UMPS",4764
"ATP9B",4765
"THNSL1",4766
"MCM7",4767
"GYG2",4768
"TIAL1",4769
"THAP11",4770
"CEP350",4771
"TMEM110",4772
"FAM149B1",4773
"HEY1",4774
"DPP7",4775
"RG9MTD1",4776
"ZNF331",4777
"AVL9",4778
"OSGEP",4779
"MPV17L2",4780
"C15orf24",4781
"NOL10",4782
"POLR2D",4783
"ARL3",4784
"QRSL1",4785
"DNMT3A",4786
"NDN",4787
"SLC23A2",4788
"C17orf108",4789
"DGAT1",4790
"RALGPS2",4791
"ANAPC7",4792
"UNC13B",4793
"C6orf125",4794
"COPS2",4795
"FMO4",4796
"RPP30",4797
"RDH11",4798
"NUDT21",4799
"KDM4C",4800
"MYO1E",4801
"EMP3",4802
"NFS1",4803
"FAM120AOS",4804
"FASTKD2",4805
"SNX11",4806
"ZDHHC20",4807
"C5orf25",4808
"UIMC1",4809
"EPC1",4810
"STAU2",4811
"C2CD2",4812
"ABCA5",4813
"NIPBL",4814
"FLOT2",4815
"ZFYVE20",4816
"ASB8",4817
"DLGAP4",4818
"C19orf54",4819
"TRIB2",4820
"HUS1",4821
"ANKRD11",4822
"MRPL48",4823
"HNRPLL",4824
"NAGA",4825
"ZMAT3",4826
"CD2BP2",4827
"THRB",4828
"SNAPIN",4829
"TBC1D9",4830
"C12orf44",4831
"RNF145",4832
"ARHGAP25",4833
"MED10",4834
"GOLGB1",4835
"UCP2",4836
"DRAP1",4837
"RANBP3",4838
"WDR74",4839
"ZNF639",4840
"TSPAN12",4841
"VIL1",4842
"LMCD1",4843
"BCOR",4844
"KCTD21",4845
"DIAPH2",4846
"DYNLL2",4847
"BCL2L11",4848
"ANGEL1",4849
"TMEM116",4850
"ANKRD17",4851
"CRY2",4852
"MARCH8",4853
"DMXL1",4854
"NARS",4855
"FAM103A1",4856
"AKAP11",4857
"PKM2",4858
"TADA3",4859
"YAF2",4860
"KRT23",4861
"C2orf42",4862
"COL4A4",4863
"C19orf62",4864
"SMC5",4865
"LBH",4866
"FAM108C1",4867
"FAM76B",4868
"DUSP10",4869
"FNBP1L",4870
"BCL2L2",4871
"MAN2B1",4872
"AQR",4873
"MPP5",4874
"ANXA9",4875
"NDUFB11",4876
"AKR1D1",4877
"PCNT",4878
"ATXN1L",4879
"ADCY3",4880
"TRIM26",4881
"FXC1",4882
"HBS1L",4883
"CLPTM1",4884
"XYLB",4885
"FTSJD2",4886
"TMEM48",4887
"PHKB",4888
"C6orf129",4889
"MLYCD",4890
"KIAA0564",4891
"RPS6KA1",4892
"CD68",4893
"GNB4",4894
"MYST2",4895
"DIABLO",4896
"L3MBTL4",4897
"USP13",4898
"SMC3",4899
"PPP1R2",4900
"NTN4",4901
"ETNK1",4902
"HNRNPC",4903
"EPC2",4904
"ADAMTS9",4905
"ZEB2",4906
"LSM1",4907
"CREM",4908
"GPR172A",4909
"IGFALS",4910
"AMBRA1",4911
"ZNF410",4912
"NOP58",4913
"ITPR1",4914
"ECSIT",4915
"KIAA0427",4916
"METTL3",4917
"ZNF18",4918
"ZNF836",4919
"EXOSC7",4920
"LMNA",4921
"S100A11",4922
"BMPER",4923
"LRRFIP2",4924
"ZHX1",4925
"LANCL1",4926
"GTF2A2",4927
"MUL1",4928
"NAT9",4929
"MPZL1",4930
"RBM7",4931
"SLC7A9",4932
"CSE1L",4933
"SFRS13A",4934
"GOPC",4935
"SMARCAD1",4936
"PRDM1",4937
"MRPL35",4938
"PSMB10",4939
"ITGB1BP1",4940
"C1orf38",4941
"CHD1",4942
"CASP2",4943
"CBLL1",4944
"GGA2",4945
"SYTL4",4946
"REPS2",4947
"SLMO2",4948
"RCCD1",4949
"ZDHHC7",4950
"NHLRC2",4951
"SLC11A2",4952
"CDK10",4953
"FCHO2",4954
"HERC4",4955
"GCA",4956
"HK2",4957
"KCNN2",4958
"ABCF3",4959
"RPSA",4960
"GPC3",4961
"BBS1",4962
"IKBKG",4963
"CCNH",4964
"CNPY3",4965
"VPS33B",4966
"KLHL12",4967
"PDE4A",4968
"RABEP1",4969
"DFFA",4970
"WASF3",4971
"MTR",4972
"IFI35",4973
"C6orf70",4974
"PTPRG",4975
"C12orf32",4976
"MRPS30",4977
"SLC17A1",4978
"UBE3B",4979
"SLC25A1",4980
"LDOC1L",4981
"BCKDK",4982
"RND1",4983
"GART",4984
"SHPK",4985
"KLB",4986
"SEC23B",4987
"AOAH",4988
"CASP1",4989
"GIMAP6",4990
"CKAP5",4991
"IMMP2L",4992
"ZFAND2B",4993
"CISD3",4994
"COG6",4995
"CDK12",4996
"SVEP1",4997
"TSR1",4998
"SCG5",4999
"RAI14",5000
"ABI2",5001
"MBTPS1",5002
"DDX50",5003
"MED13",5004
"ANXA13",5005
"BEND7",5006
"SPATA2",5007
"ALG5",5008
"TYW3",5009
"PPP1R8",5010
"CLDN11",5011
"CUL4A",5012
"SUB1",5013
"HMBS",5014
"NDEL1",5015
